Date Time,NO (Invitado1),NO2 (Invitado1),NOx (Invitado1)
07/17/26 09:26,151.583,35.375,186.95
07/17/26 09:27,151.55,35.197,186.722
07/17/26 09:28,151.75,35.2,186.908
07/17/26 09:29,151.9,35.075,186.942
07/17/26 09:30,151.9,35.117,187.017
07/17/26 09:31,151.9,35.148,187.048
07/17/26 09:32,151.867,35.242,187.133
07/17/26 09:33,151.9,35.29,187.187
07/17/26 09:34,151.842,35.333,187.167
07/17/26 09:35,151.663,35.383,187.047
07/17/26 09:36,151.508,35.508,187.042
07/17/26 09:37,151.338,35.375,186.76
07/17/26 09:38,151.208,35.367,186.608
07/17/26 09:39,151.237,35.118,186.377
07/17/26 09:40,151.117,35.008,186.158
07/17/26 09:41,151.125,34.973,186.132
07/17/26 09:42,151.2,34.717,185.917
07/17/26 09:43,151.2,34.738,185.88
07/17/26 09:44,151.442,34.675,186.108
07/17/26 09:45,151.612,34.857,186.415
07/17/26 09:46,151.625,34.933,186.592
07/17/26 09:47,151.725,35.012,186.712
07/17/26 09:48,151.8,34.942,186.725
07/17/26 09:49,151.8,34.9,186.722
07/17/26 09:50,151.75,35.125,186.875
07/17/26 09:51,151.65,35.267,186.95
07/17/26 09:52,151.742,35.175,186.917
07/17/26 09:53,151.733,35.482,187.19
07/17/26 09:54,151.792,35.508,187.317
07/17/26 09:55,151.927,35.552,187.502
07/17/26 09:56,152.283,35.467,187.717
07/17/26 09:57,152.437,35.397,187.825
07/17/26 09:58,152.592,35.233,187.833
07/17/26 09:59,152.737,35.11,187.88
07/17/26 10:00,152.8,35.125,187.958
07/17/26 10:01,152.845,35.292,188.142
07/17/26 10:02,153.083,35.025,188.092
07/17/26 10:03,153.183,34.93,188.112
07/17/26 10:04,153.358,34.95,188.308
07/17/26 10:05,153.342,35.04,188.382
07/17/26 10:06,153.267,35.2,188.433
07/17/26 10:07,153.437,34.988,188.478
07/17/26 10:08,153.567,34.75,188.342
07/17/26 10:09,153.45,35.007,188.445
07/17/26 10:10,153.175,35.35,188.592
07/17/26 10:11,153.2,35.342,188.542
07/17/26 10:12,153.317,35.15,188.408
07/17/26 10:13,153.375,35.113,188.433
07/17/26 10:14,153.208,35.25,188.458
07/17/26 10:15,153.063,35.417,188.48
07/17/26 10:16,153,35.383,188.375
07/17/26 10:17,152.922,35.378,188.322
07/17/26 10:18,152.808,35.317,188.125
07/17/26 10:19,152.677,35.248,187.95
07/17/26 10:20,152.542,35.067,187.617
07/17/26 10:21,152.343,35.075,187.438
07/17/26 10:22,152.208,35.058,187.275
07/17/26 10:23,152.148,34.992,187.065
07/17/26 10:24,152.108,34.525,186.633
07/17/26 10:25,151.943,34.528,186.472
07/17/26 10:26,151.9,34.425,186.325
07/17/26 10:27,151.882,34.442,186.298
07/17/26 10:28,151.742,34.433,186.2
07/17/26 10:29,151.722,34.523,186.245
07/17/26 10:30,151.642,34.75,186.392
07/17/26 10:31,151.703,34.937,186.64
07/17/26 10:32,151.683,35.167,186.883
07/17/26 10:33,151.625,35.375,187.025
07/17/26 10:34,151.725,35.458,187.192
07/17/26 10:35,151.825,35.305,187.097
07/17/26 10:36,151.9,34.958,186.883
07/17/26 10:37,151.925,34.75,186.73
07/17/26 10:38,151.967,34.6,186.567
07/17/26 10:39,152.025,34.438,186.463
07/17/26 10:40,151.892,34.392,186.283
07/17/26 10:41,151.775,34.503,186.278
07/17/26 10:42,151.65,34.675,186.358
07/17/26 10:43,151.467,34.945,186.4
07/17/26 10:44,151.35,35.15,186.525
07/17/26 10:45,151.3,35.147,186.447
07/17/26 10:46,151.383,35.2,186.592
07/17/26 10:47,151.513,35.298,186.79
07/17/26 10:48,151.383,35.358,186.742
07/17/26 10:49,151.417,35.395,186.753
07/17/26 10:50,151.5,35.217,186.708
07/17/26 10:51,151.422,35.178,186.6
07/17/26 10:52,151.55,35.283,186.808
07/17/26 10:53,151.6,35.198,186.777
07/17/26 10:54,151.675,34.967,186.608
07/17/26 10:55,152.003,34.733,186.737
07/17/26 10:56,152.1,34.733,186.858
07/17/26 10:57,152.203,34.7,186.88
07/17/26 10:58,152.3,34.583,186.875
07/17/26 10:59,152.358,34.487,186.812
07/17/26 11:00,152.483,34.475,186.925
07/17/26 11:01,152.567,34.487,187.053
07/17/26 11:02,152.508,34.375,186.917
07/17/26 11:03,152.427,34.56,186.982
07/17/26 11:04,152.467,34.667,187.125
07/17/26 11:05,152.607,34.537,187.143
07/17/26 11:06,78.258,20.838,99.097
07/17/26 11:07,0.862,0.127,1.022
07/17/26 11:08,0.175,0.208,0.392
07/17/26 11:09,0.2,0.223,0.4
07/17/26 11:10,0.292,0.108,0.4
07/17/26 11:11,0.3,0.042,0.323
07/17/26 11:12,0.3,0,0.3
07/17/26 11:13,0.223,0,0.242
07/17/26 11:14,0.2,-0.092,0.2
07/17/26 11:15,0.277,-0.125,0.123
07/17/26 11:16,0.242,-0.2,0.075
07/17/26 11:17,0.2,-0.2,0
07/17/26 11:18,0.2,-0.2,0
07/17/26 11:19,0.225,-0.258,0
07/17/26 11:20,0.3,-0.3,0
07/17/26 11:21,0.3,-0.333,-0.077
07/17/26 11:22,0.208,-0.275,-0.042
07/17/26 11:23,0.2,-0.2,0
07/17/26 11:24,0.2,-0.175,0
07/17/26 11:25,0.142,-0.118,0
07/17/26 11:26,0.1,-0.1,0.025
07/17/26 11:27,0.1,-0.075,0.047
07/17/26 11:28,0.1,0,0.1
07/17/26 11:29,0.1,-0.058,0.022
07/17/26 11:30,0.192,-0.1,0.058
07/17/26 11:31,0.2,-0.1,0.1
07/17/26 11:32,0.2,-0.133,0.1
07/17/26 11:33,0.2,-0.1,0.1
07/17/26 11:34,0.225,-0.125,0.1
07/17/26 11:35,0.3,-0.175,0.1
07/17/26 11:36,0.275,-0.075,0.158
07/17/26 11:37,0.2,0,0.2
07/17/26 11:38,0.2,-0.058,0.108
07/17/26 11:39,0.2,-0.1,0.1
07/17/26 11:40,0.2,-0.133,0.1
_, , , 
Min,0.1,-0.333,-0.077
Date,07/17,07/17,07/17
Time,11:26,11:21,11:21
Max,153.7,154.942,189.46
Date,07/17,07/17,07/17
Time,09:01,00:30,05:04
AVG,87.793,91.179,178.972
Num,761,761,761
Data[%],100,100,100
STD,49.2,49.4,38.9
